X,Y,ID,SWID,IsSWFacility,Name,Type,Recycling,Trash,EWaste,HHW,FoodScraps,CD,CleanWood,LeafYardDebris,MaterialSpecifics,Address,Town,State,Zip,County,MailingAddress,MailingCity,MailingState,MailingZip,Telephone,Email,Website,Active,LastVisitDate,Latitude,Longitude
528500.044538725,215525.669464897,241,,Yes,Danville Categorical Disposal Facility,Recycling Center,NO,NO,NO,NO,NO,NO,YES,YES,,1182-1450 Bruce Badger Memorial Highway ,Danville,Vermont,05828,Caledonia,,,,,802-684-3352,,,1,,44.4393645295559,-72.1419834944427
542946.496789307,229239.680518049,242,,Yes,Lyndon Categorical Disposal Facility,Recycling Center,NO,NO,NO,NO,NO,NO,YES,YES,,2480 E Burke Rd, Lyndonville,Vermont,05851,Caledonia,,,,,(802)626-5834,,,1,,44.562054,-71.9593809
445832.551372813,166117.766367782,243,,Yes,Middlebury College Categorical Disposal Facility,Recycling Center,NO,NO,NO,NO,NO,NO,YES,YES,,South Street Extension,Middlebury,Vermont,05753,Addison,,,,,(802) 443-5003,,,1,,43.9932855871159,-73.1753272294998
450409.14396043,234087.72982869,247,CH990,Yes,Beaudoin Categorical Disposal Facility,Transfer Station,NO,NO,NO,NO,NO,,YES,NO,"Also accept stumps, decomposing wood, bituminous concrete, brick, concrete, masonry, mortar, porcela",262 Middle Road,Milton,Vermont,05446,Chittenden,,,,,(802) 893-4083,beaud1018@gmail.com,,1,2024/10/31 00:00:00+00,44.6053016236722,-73.1247138709072
513232.770398144,122489.524192601,248,,Yes,Greater Upper Valley Organics Transfer Station,Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,NO,NO,Only accept food scraps from commercial haulers.,1360 Quarry Road,Hartland,VT,,,,,,,(802) 882-8154 ,,http://www.growcompost.com/,1,,43.60247,-72.33614
505853.64282699,84894.8072777207,249,WS995,Yes,Alva Waste Transfer Station,Transfer Station,YES,YES,NO,NO,YES,YES,YES,YES,,1080 Charlestown Road,Springfield,Vermont,05156,,176 Poppe Road,Springfield ,Vermont,05156,802-885-2994,alvawaste@vermontel.net,http://www.alvawaste.com/,1,2023/09/15 00:00:00+00,43.2641627185578,-72.4279140235678
447382.636396346,159282.807101279,250,AD853,Yes,"Goodrich Farm Anaerobic Digester, Salisbury",Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,NO,NO,Only accepts specific non-residential materials. Contact Vanguard Renewables for details.,"Goodrich Farm, 592 Shard Villa Road",Salisbury,Vermont,,,,,,,781-232-7597,,,1,2021/06/25 00:00:00+00,43.9318760319099,-73.1553350793762
511992.209115006,125442.482083503,252,WS998,Yes,Sunrise Farms ,Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,WOOD CHIPS ONLY,YES,Contact before visiting to see if willing to accept materials.,,,,,,1759 North Hartland Road,White River Junction,VT,,(802) 295-1456,chuck@sunrisefarmvt.com,,1,2022/04/21 00:00:00+00,43.62907,-72.3514019
519082.358555163,258517.566676092,253,OL350,Yes,Mar-Jo Acres Compost Facility ,Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,WOOD CHIPS ONLY,YES,Contact before visiting to see if willing to accept materials.,1647 Covered Bridge Rd,Irasburg,VT,,,,,,,(802) 777-3790 ,,,1,2021/04/20 00:00:00+00,44.8266079,-72.2586514
443229.227285024,214621.6656416,254,CH030,Yes,PurposeEnergy Digester at Magic Hat Brewery,Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,NO,NO,Only accepts specific non-residential materials. Contact PurposeEnergy for details.,5 Bartlett Bay Road,South Burlington,VT,,,,,,,617-224-8747,fitch@purposeenergy.com,,1,2022/01/19 00:00:00+00,44.4295725568768,-73.2130385091653
450057.96596279,218343.95813128,255,CH045,Yes,"All Cycle Waste, Inc. Depackager and Organics Transfer Station",Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,NO,NO,"Only accepts specific non-residential materials. Contact Casella for details. View ""All Cycle Transf",220 Avenue B,Williston ,VT,05495,Chittenden,,,,,802-864-3615,,,1,2023/11/07 00:00:00+00,44.46355955,-73.12756489
505853.64282699,84894.8072777207,256,WS995,Yes,Alva Waste Organics Transfer Station,Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,NO,NO,"See ""Alva Waste Transfer Station"" entry (recycling symbol on the map) for the list of other material",1080 Charlestown Road,Springfield,Vermont,05156,,176 Poppe Road,Springfield,Vermont,05156,802-885-2994,alvawaste@vermontel.net,http://www.alvawaste.com/,1,2023/09/15 00:00:00+00,43.2641538992718,-72.4278820637556
443664.456027709,221663.262987855,257,,Yes,McNeil Waste Wood Yard,,,,,,,,,,,111 Intervale Road,Burlington,VT,05401,,,,,,(802) 864-7446,,,1,,44.4930158,-73.2083268
478231.277582854,149076.782409418,258,WS070,Yes,Vermont Black Gold Compost,Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,WOOD CHIPS ONLY,NO,Only accept food scraps from their hauling routes. ,1837 Jerusalem Hill,Rochester,VT,05767,,,,,,802-558-3213,,,1,2023/08/23 00:00:00+00,43.8415962,-72.7706727
478480.950216343,29092.4610407903,259,,Yes,Halifax Recycling Drop-Off,Recycling Center,YES,NO,NO,NO,NO,NO,NO,NO,Dual stream recycling only. Open 24/7. No other services. ,2044 Branch Rd,West Halifax,,,,,,,,802-368-7390,,halifaxvermont.com,1,,42.7616,-72.7629
494877.333789522,190231.192710657,260,,Yes,"""Proposed"" Central VT SWMD HHW Facility ",Hazardous Waste,,,,,,,,,,,,,,,,,,,,,,1,,44.2122899,-72.5641385
505853.652408274,84883.6978854988,261,,Yes,HHW Depot,Hazardous Waste,NO,NO,NO,YES,NO,NO,NO,NO,Accepts HHW and VSQG hazardous waste from Southern Windsor/Windham Counties and Greater Upper Valley,1050 Charlestown Road ,Springfield,VT,,,,,,,(802) 674-9235,,https://www.vtsolidwastedistrict.org/household-hazardous-waste.html,1,,43.264094,-72.4278798712985
450640.083197219,85393.9611417474,262,BN210,Yes,Dorset Farm Compost,Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,WOOD CHIPS ONLY,YES,,4343 VT-30,Dorset,VT,05251,,,,,,802-858-4471,info@dorsetcompost.com,www.dorsetcompost.com,1,,43.2671164743673,-73.1080162525177
