permit_id,company,contact,address,town,state,phone,permit_year,waste_types,bear_resistant,service_area
438,Robert Hooker dba Rons Trucking Partnership,Robert Hooker,1265 Spaulding Rd,St Johnsbury,VT,8027484818,2025,S,No,&nbsp;
2536,"Rocklake, LLC",Mike Pratt,PO Box 345,Montgomery Center,VT,8023263171,2025,S,No,&nbsp;
111,Rodney&#39;s Rubbish LLC,Rodney Companion,3801 Waterbury-Stowe Road,Waterbury Center,VT,8027933640,2025,S,No,&nbsp;
1071,Roger Vesper dba Have Trash Will Travel &amp; Trucking,Billie-Jean Vesper,4973 VT Rte. 14,South Royalton,VT,8023564396,2025,S,No,&nbsp;
2159,Ron Fenoff Excavating LLC,Kimberly McNamara,366 Duck Pond Rd,Waterford,VT,8027487888,2025,S,No,&nbsp;
440,"Ross Transportation Services, Inc.",Dawn Palmer,36790 Giles Road,Grafton,OH,4407485900,2025,H,No,&nbsp;
2430,Rouses Point Sanitation LLC,Andrea Mossey,6 Coton Lane,Champlain,NY,5185690246,2025,S,No,&nbsp;
443,"Rowley Fuels, Inc.",Leslie Rowley,P.O. Box 21,Milton,VT,8028937952,2025,H,No,&nbsp;
2548,Russell &amp; Son LLC,Russell Santamore,PO Box 268,Warren,VT,8024317275,2025,S,No,&nbsp;
446,Rutland County Solid Waste District,Mark Shea,2 Greens Hill Lane,Rutland,VT,8027757209,2025,HS,No,&nbsp;
2543,"RYDER Restoration, Inc. dba SERVPRO of Cheshire County, Windham &amp; Windsor Cos., Barre, Montpelier",Melissa Paul,140 Old Route 12E,Westmoreland,NH,6033527251,2025,SR,No,&nbsp;
1091,S.D. Ireland Brothers Corporation,Byron Furman,PO Box 2286,South Burlington,VT,8023160363,2025,S,No,&nbsp;
2128,S.W.M. Corporation,Guillermo Leon Munoz Castrillion,"1 Dix Street, Apt. 1",Revere,MA,6179593529,2025,SR,No,&nbsp;
452,"Safety-Kleen Systems, Inc.",Colleen Costello,42 Longwater Drive,Norwell,MA,781-792-5787,2025,HRSM,No,&nbsp;
1038,Sam Carter dba Cloud&#39;s Path Farm,Eliza Perreault,491 Hod Brooks Road,Sheffield,VT,8022747177,2025,s,Yes,&nbsp;
2427,"Sam Duffy dba Take it Away, Sam!",Sam Duffy,73 Little Pond Rd,Londonderry,VT,8023809760,2025,S,No,&nbsp;
2388,Sam Longmoore dba North Country Clean Out,Sam Longmoore,2362 Leighton Hill Rd,Wells River,VT,8025350489,2025,S,No,&nbsp;
2524,Samm Consulting LLC,Ron Stark,2 Old Country Road,Winhall,VT,8028399302,2025,S,No,&nbsp;
2438,"Sam&#39;s Service Center &amp; U-Save Fuels, Inc.",Amy Proctor,352 VT Rte 4A E,Fair Haven,VT,8022653608,2025,S,No,&nbsp;
971,Sandberg Enterprises LLC dba Cookeville Compost,Robert Sandberg,PO Box 466,Corinth,VT,8024395563,2025,S,No,&nbsp;
336,Sandra Marsh dba Floyd&#39;s Rubbish Removal,Sandra Marsh,9 Quinttown Road,Orford,NH,6033539327,2025,S,No,&nbsp;
2685,SBC Property Maintenance LLC,Samuel B Clement Jr,524 Stebbins Road,Vernon,VT,8023801317,2025,S,No,&nbsp;
460,"Schofields Septic Tank Service, Inc.",Kevin C. Schofield,1121 Route 302,Lisbon,NH,6038386028,2025,R,No,&nbsp;
1096,"SCOTT SMITH TRUCKING, INC.",LAURALEE SMITH,PO BOX 616,WILLIAMSTOWN,MA,4135537162,2025,S,No,&nbsp;
2112,SDJ Services of Pelham LLC,Gerald J. Dallaire,PO Box 304,Sandown,NH,9788157859,2025,SR,No,&nbsp;
2219,"Second Act Transition Services, L3C",Donald Rathgeb Jr.,16 Sunset Drive,Burlington,VT,8025787485,2025,S,No,&nbsp;
925,Septic Pro LLC,Stephen Pro,PO Box 364,Keene,NH,8022545400,2025,R,No,&nbsp;
466,"Sheldon Oil Services, Inc.",Guy Sheldon,P.O. Box 839,Nassau,NY,5187662864,2025,H,No,&nbsp;
697,Shred This Inc.,Stephen Millette,PO BOX 2123,So. Burlington,VT,8028633003,2025,S,No,&nbsp;
990,Shred-Ex LLC,Todd Klimoski,529 Jasper Mine Road,Colchester,VT,8028630404,2025,S,No,&nbsp;
449,SJ TRANSPORTATION CO. INC,MARY ANN LEE,"PO Box 169, 1176 US Route 40",Woodstown,NJ,8568075234,2025,HRSM,No,&nbsp;
2359,"Sleep Well Recycling, LLC.",Joshua Costa,525 Riverside Ave,Burlington,VT,6033212335,2025,S,No,&nbsp;
2761,Southern Vermont Waste Removal LLC,Keegan Babson,PO Box 1003,Bennington,VT,8024422245,2025,S,No,&nbsp;
2734,"Southworth-Milton, Inc. dba Milton-CAT",Ward Butler,150 CAT Lane,Richmond,VT,8024347805,2025,HS,No,&nbsp;
2757,SPC Enterprise LLC,Shawn Connors,286 Black Hill Road,Plainfield,CT,4016481517,2025,S,No,&nbsp;
2459,Sprockets Limited Liability Company,Steve Connolly,42 Union Street,Windsor,VT,8022911063,2025,S,No,&nbsp;
1010,SRS National LLC,Tamara L. Plourd or James Beaudoin,199 Lazy Lane,Southington,CT,8606289993,2025,S,No,&nbsp;
932,"St. Onge Transport, Inc.",Daniel St. Onge,PO BOX 1472,Derby,VT,8023343044,2025,S,No,&nbsp;
644,"Stearns Septic Service, LLC",Brian / Tina Stearns,PO Box 1167,Grantham,NH,6034429500,2025,R,No,&nbsp;
476,Stericycle Inc.,Marvin Bowers,7273 State Road 76,Neenah,WI,9209677156,2025,SM,No,&nbsp;
498,Steve Loud dba Timberwolf Rubbish Removal,Steve Loud,10 Holly Street,Woodsville,NH,6039918182,2025,S,Yes,&nbsp;
479,"Steve&#39;s Septic Service, LLC",Steven P. King,481 Stebbins Road,Vernon,VT,8022571619,2025,R,No,&nbsp;
846,"Stone Industries, LLC",Stephanie Schroder-Loveland,4305 Route 50,Saratoga Springs,NY,5185841048,2025,R,No,&nbsp;
2597,Stones&#39; Septic LLC,Brian Stone,39 Goodell Ave,Swanzey,NH,6033135002,2025,SR,No,&nbsp;
2504,Straight Flush LLC,Derek Flint,790 Winchester Hill Road,Williamstown,VT,8023690051,2025,R,No,&nbsp;
1073,"Strategic Environmental Services, Inc.",Laura Gaspa,362 Putnam Hill Road,Sutton,MA,5087577782,2025,HS,No,&nbsp;
2605,Sun Environmental Corp.,Sun Environmental Corp.,4655 Crossroads Park Drive,Liverpool,NY,3156797731,2025,HSR,No,&nbsp;
2748,Sunrise Property Maintenance LLC.,Justin French,51 North Road,Milton,VT,8023737761,2025,S,No,&nbsp;
2285,SVCS Inc.,Ryan Walton,28 South Main Street,Rutland,VT,8025859783,2025,S,No,&nbsp;
1072,Sylvester&#39;s Trucking LLC,Benjamin W. Sylvester,482 Jay Road,Richford,VT,8028483413,2025,SR,No,&nbsp;
195,T &amp; C Franklin Inc. dba Franklin &amp; Son Rubbish Removal,Cheryl Franklin,368 Franklin Rd,Vernon,VT,8022574915,2025,S,No,&nbsp;
1019,T&amp;T Repeats LLC,Thomas Moore,65 Prospect Street,Montpelier,VT,8022241360,2025,S,Unknown,&nbsp;
928,Tank Out LLC,Tim Mack,256 Jericho Road,Essex Junction,VT,8027357880,2025,SH,No,&nbsp;
2187,"Taplin Septic Pumping and Portable Toilets, LLC (formerly Hans Laggis dba Taplins Septic Service &amp; R",Hans Laggis,PO Box 731,Barton,VT,8026730213,2025,RS,No,&nbsp;
490,"TCI of NY, LLC",Lisa Leone-Beers,PO Box 936,Coeymans,NY,5187569997,2025,HS,No,&nbsp;
2679,"TDI Repair Facility, LLC",Adam Bartemy,50 Babbie Boulevard,Swanton,VT,8028685270,2025,HS,No,&nbsp;
2568,"Thayer Transport, LLC",Stacey,470 Creek Road,Wallingford,VT,8025586146,2025,S,No,&nbsp;
1104,"The Cleaning Crew, Inc.",Robert Montgomery,PO Box 90,Killington,VT,8024222300,2025,S,No,&nbsp;
5,"The Melanson Company, a Tecta America Company, LLC",Kim Ryea,252 Avenue C,Williston,VT,8028626473,2025,S,No,&nbsp;
1063,The University of Vermont,Dorian Evans,667 Spear Street,Burlington,VT,8026560767,2025,HMS,No,&nbsp;
307,Thomas C. LaRose dba LaRose Public Trucking,Thomas LaRose,PO Box 753,St Johnsbury,VT,8027488424,2025,S,No,&nbsp;
1081,Thomas G. Sweet dba Tom&#39;s Rubbish Removal,Thomas G. Sweet,106 Nelson Road,Bennington,VT,8024425536,2025,S,Unknown,&nbsp;
974,Tim Hewitt dba Preferred Restrooms,Tim Hewitt,211 Frank Lord Road,Shrewsbury,VT,8025588955,2025,R,No,&nbsp;
2508,Tiny&#39;s Trash Services and Hauling LLC,Tim Belden,32 W. Corinth Rd,Washington,VT,8025225089,2025,S,No,&nbsp;
1027,Todd Weber dba Weber&#39;s Trash Removal,Kayla Brownell,PO Box 4498,Bennington,VT,5189376823,2025,S,No,&nbsp;
801,"Tom Bodette Landscaping &amp; Excavating Inc., dba Bodette Septic Service",Leslie Bodette,6 LOWER PLAINS RD,MIDDLEBURY,VT,8027709276,2025,R,No,&nbsp;
505,Tourville Trucking LLC,Lee Tourville,PO Box 246,Jericho,VT,8028992009,2025,S,No,&nbsp;
2221,Town of Westmore,Dan Sicard,54 Hinton Hill Road,Orleans,VT,8025253007,2025,S,No,&nbsp;
880,Tracy Hubbard dba Hubbard&#39;s Septic Service &amp; Portable Restrooms,Tracy Hubbard,345 Dailey Place,Rutland,VT,8027732045,2025,R,No,&nbsp;
2217,Tradebe Transportation LLC,"Peter Olsen, Director of Transportation","1433 E 83rd Avenue, Suite 200",Merrillville,IN,2035372503,2025,HS,No,&nbsp;
522,"Tradebe Treatment and Recycling Northeast, LLC","Peter Olsen, Director of Transportation",234 Hobart Street,Meriden,CT,2035372503,2025,HS,No,&nbsp;
2380,Transform Vermont Compost Connection LLC,Shawn Pontbriand,1121 Cox Brook Road,Northfield,VT,8023639789,2025,S,Yes,&nbsp;
2322,Transport Lamarche Inc.,"Eric Lamarche, Vice President",769 Rue Jette,"Acton Vale, Quebec",CN,4502783036,2025,R,No,&nbsp;
2256,Trash Services LLC,Steve and Susan Pratt,PO Box 338,East Barre,VT,8025953445,2025,S,No,&nbsp;
2714,Trash Talkers Waste Management Corporation,Evan Johnson,PO Box 84,Websterville,VT,8028399044,2025,S,No,&nbsp;
2185,Travis Eurbin dba Eurbin Design &amp; Home Improvement,Travis Eurbin,PO Box 504,Barton,VT,802-525-4663,2025,S,No,&nbsp;
2335,Travis Gilman dba Keep It Green Compost,Travis Gilman,376 Delano Road,Irasburg,VT,8026736728,2025,S,No,&nbsp;
2558,Trident Environmental Group LLC,Lisa Raye,15 SHIRE DR,Norfolk,MA,5082293545,2025,HS,No,&nbsp;
944,"Triple L Lumber Co., Inc.",Leon O. Wilson,64 Foster Hill Road,Henniker,NH,603-428-3500,2025,S,No,&nbsp;
511,"Tri-S Environmental Services, Inc.",Mike Kopeski,25 Pinney Street,Ellington,CT,8608752110,2025,H,No,&nbsp;
514,Triumvirate Environmental LLC,Donna McLean,200 Innerbelt Road,Somerville,MA,6176288098,2025,HSM,No,&nbsp;
602,Twin State Management LLC dba Ruggiero Trash Removal,John Williams,PO Box 434,Saxtons River,VT,8028692235,2025,S,No,&nbsp;
723,"U.S. Bulk Transport, Inc.",Kimberly Bayhurst,205 Pennbriar Drive,Erie,PA,8148249949,2025,HRS,No,&nbsp;
879,Univar Solutions USA LLC dba Univar Solutions USA,Tamisha Howard,"3075 Highland Parkway, #200",Downers Grove,IL,7086167035,2025,HS,No,&nbsp;
2350,Upper Valley Compost LLC,Roger Myott,171 jeff heights circle,Jeffersonville,VT,8022381703,2025,S,No,&nbsp;
2786,Upper Valley Septic Professionals LLC,Jason Quenneville,107 BLUEBERRY HILL DR,Hanover,NH,6034485000,2025,R,No,&nbsp;
1103,"US Environmental, Inc",Edward W Wisneski,409 Boot Rd,Downingtown,PA,6109569074,2025,HSR,No,&nbsp;
2650,"Vac Truck Services of New England, LLC",Denise LaPierre,6 Point Breeze Rd,Uncasville,CT,8602661816,2025,HS,No,&nbsp;
2119,Van Denton dba Denton &amp; Son,Van Denton,64 Paintworks Road,Brandon,VT,8022478340,2025,S,No,&nbsp;
246,Vaughn Hodgdon dba Vaughn Hodgdon Trucking,Nicole Hodgdon,1025 US Route 2,Guildhall,VT,8025356261,2025,S,No,&nbsp;
17,"Veolia ES Technical Solutions, LLC",Denise Krous,1 Eden Lane,Flanders,NJ,9736917321,2025,HMS,No,&nbsp;
2289,"Vermont Compost Company, Inc.","Sid Hammer, Director of Operations",1996 Main Street,Montpelier,VT,802-371-9549,2025,S,No,&nbsp;
996,Vermont Shred LLC,Jon LaShure,49 Torrie Dr,Swanton,VT,8023093591,2025,SM,No,&nbsp;
527,"Vermont Transco LLC (Vermont Electric Power Company, Inc.)",Thomas Veysey,366 Pinnacle Ridge Road,Rutland,VT,8027726218,2025,HS,No,&nbsp;
2498,Vermont Trash Removal LLC,Tilar Amidon,PO Box 125,North Springfield,VT,8025910095,2025,S,Yes,&nbsp;
531,"Vershire, Town of","Town Clerk, Gene Craft",6894 VT Route 113,Vershire,VT,8026852227,2025,S,No,&nbsp;
976,Vertecero LLC dba Ace Trash,Jonathan Skates,PO Box 161,Stowe,VT,8022539222,2025,S,Yes,&nbsp;
2546,"VLS Lancaster, LLC.",Krista Hemming,1076 Manheim Pike,Lancaster,PA,7173932627,2025,HSR,No,&nbsp;
2640,"VR Logistics Services, LLC",Joshua Capraro,133 Boston Post Road,Weston,MA,9784377509,2025,S,No,&nbsp;
2316,"VTUMS Vermont Utility Management Services, LLC",Jill Marsano,P.O. Box 152,Hinesburg,VT,8023772316,2025,SR,No,&nbsp;
2641,W. Carrera Soil Management Corp,Bruna Martins,132 Whittemore Street,Tewksbury,MA,9786087899,2025,S,No,&nbsp;
2264,"W. Hook Septic, LLC dba Silloway Septic Service",Emmy Jarvis,82 East Randolph Rd,Chelsea,VT,802-728-5308,2025,R,No,&nbsp;
859,"W.C. Gurrisi &amp; Sons, Inc.",Linda Vining,0 Corwin Street,Peabody,MA,9788186248,2025,S,No,&nbsp;
844,W.L. French Excavating Corporation,Mark Sargent or Diarmuid Gallagher,14 Sterling Road,Billerica,MA,9786632623,2025,SR,No,&nbsp;
766,"Wagner&#39;s Sales &amp; Service, Inc., dba Wagner&#39;s Construction",GEORGE R. JR &amp; TAMMY WAGNER,62 Burke Hill Road,West Burke,VT,8024673372,2025,S,No,&nbsp;
2768,"Walker Construction, Inc.",Katherine Walker,5950 Waterbury-Stowe Road,Waterbury Center,VT,8022447400,2025,S,No,&nbsp;
908,Walter LaRochelle dba Gator Trucking,Walter LaRochelle,151 Kelly Road,Dayville,CT,8602081846,2025,S,No,&nbsp;
770,"Washington Electric Cooperative, Inc.",Louis Porter,PO Box 8,East Montpelier,VT,8022235245,2025,H,No,&nbsp;
535,"Waste Management of NH, Inc. (dba Cheshire Sanitation)",Shawn Hood,25 Monadnock Highway,Swanzey,NH,6033521035,2025,SR,Yes,&nbsp;
2500,Wasted* Public Benefit Corporation,Thor Retzlaff,491 Industrial Ave,Williston,VT,8023433724,2025,R,No,&nbsp;
2598,Waterbury Fix it LLC dba Waterbury Carpenter,Damian Roman,161 South Main Street,Waterbury,VT,8027354444,2025,S,Yes,&nbsp;
985,Wayne Frenette dba Wayn-o&#39;s Disposal Service,Wayne/Tricia Frenette,PO Box 555,Lancaster,NH,6037882342,2025,S,Yes,&nbsp;
2461,Weed Precast LLC DBA PumpTech,Linda Dimmick,187 South Main street,Newport,NH,8027289170,2025,RS,No,&nbsp;
540,West Central Environmental Corp,Joseph D. Murphy,P.O. Box 83,Rensselaer,NY,5182726891,2025,HS,No,&nbsp;
542,Western Oil Inc.,Jared Raftery,PO Box 518,Lincoln,RI,4017278600,2025,HS,Yes,&nbsp;
2247,Wetherby&#39;s Trash Removal LLC,John Wetherby,16 Gulf Road,Richford,VT,8028483550,2025,S,No,&nbsp;
2746,"White Falcon Solutions, LLC",Lathrop Brownell,70 S Water Street,Vergennes,VT,8023160529,2025,S,No,&nbsp;
691,"White Mountain Resource Management, Inc., dba Resource Management, Inc.",Maria Feraco,1171 NH Rte 175,Holderness,NH,6035368900,2025,RS,No,&nbsp;
2189,White&#39;s Septic Service VT LLC,Adrian Dutkewych,259 Old Cherry Mountain Road,Jefferson,NH,6036310660,2025,R,No,&nbsp;
548,"Whitney Trucking, Inc.",Dan Whitney/Michele,576 Pine Meadow Road,Northfield,MA,4134985591,2025,RS,No,&nbsp;
1083,Wind River Environmental LLC,Steve LaPorte,"46 Lizotte Drive, Suite 1000",Marlborough,MA,6177749098,2025,RS,No,&nbsp;
704,Windham Solid Waste Management District,"Vicki Hayes, Anita Grant",327 Old Ferry Road,Brattleboro,VT,802-257-0272,2025,S,No,&nbsp;
752,Winterbottom Trucking LLC,Darlene Harvey,PO Box 62,West Chazy,NY,5185692974,2025,S,No,&nbsp;
661,Working Dog Septic Service Inc.,Lawrence Young Jr.,504 Fletcher Road,Cambridge,VT,802-343-1657,2025,R,No,&nbsp;
2234,World Resources Company,"Dale Schneck, Vice President",170 Walnut Lane,Pottsville,PA,5706224747,2025,HRS,No,&nbsp;
2695,Wright&#39;s Roll-Off LLC,Wade Wright Jr.,221 Cross Road,Barton,VT,802-673-7342,2025,S,No,&nbsp;
769,"WRS Environmental Services, Inc. dba Champion Environmental Services",Courtney Lampasona,65 Corporate Drive,Holtsville,NY,631-924-8111,2025,HRS,No,&nbsp;
2151,Wyman-Frasier Lumber Mill Inc.,Jon Wyman,158 Wyman Road,Brandon,VT,802-770-9113,2025,S,No,&nbsp;
1065,Zampini Associates LLC,Donna Cauti or Dino Zampini,PO Box 39,Reading,VT,8024849312,2025,S,No,&nbsp;
